Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
The Fall,2006,117,7.8,64,111091,2280000,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
Little Miss Sunshine,2006,101,7.8,80,465505,59890000,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
Hot Fuzz,2007,121,7.8,81,492660,23640000,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town."
The Curious Case of Benjamin Button,2008,166,7.8,70,630423,127510000,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences."
Pride & Prejudice,2005,129,7.8,82,284450,38410000,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
The World's Fastest Indian,2005,127,7.8,68,54130,5130000,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
Tangled,2010,100,7.8,71,436355,200820000,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
Tôkyô goddofâzâzu,2003,90,7.8,73,38183,130000,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents."
Serenity,2005,119,7.8,74,292827,25510000,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
Crash,2004,112,7.8,66,431759,54580000,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
Walk the Line,2005,136,7.8,72,246041,119520000,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
Ondskan,2003,113,7.8,61,37864,20000,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
The Notebook,2004,123,7.8,53,554531,81000000,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences."
The Last Samurai,2003,154,7.8,55,425905,111110000,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
Diarios de motocicleta,2004,126,7.8,75,100255,16760000,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
Lilja 4-ever,2002,109,7.8,82,45024,180000,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
Sennen joyû,2001,87,7.8,70,26851,190000,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
Les triplettes de Belleville,2003,80,7.8,91,53903,7000000,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
Cowboy Bebop: Tengoku no tobira,2001,115,7.8,61,47465,1000000,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit."
Remember the Titans,2000,113,7.8,48,210085,115650000,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
Todo sobre mi madre,1999,101,7.8,87,94927,8260000,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela."
Cast Away,2000,143,7.8,73,571228,233630000,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
The Insider,1999,157,7.8,84,168453,28970000,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
October Sky,1999,108,7.8,71,88836,32479999,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
Being John Malkovich,1999,113,7.8,90,328428,22860000,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
Gattaca,1997,106,7.8,64,295977,12340000,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
The Game,1997,129,7.8,61,380247,48320000,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him."
Hamlet,1996,242,7.8,79,37717,4410000,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
Breaking the Waves,1996,159,7.8,76,65791,4040000,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another."
Il postino,1994,108,7.8,81,35894,21850000,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
What's Eating Gilbert Grape,1993,118,7.8,73,230542,9170000,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
Tombstone,1993,130,7.8,50,142243,56510000,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
The Sandlot,1993,101,7.8,55,87999,32420000,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
The Remains of the Day,1993,134,7.8,86,72265,22950000,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
Naked,1993,131,7.8,85,38367,1770000,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
The Fugitive,1993,130,7.8,87,286438,183880000,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
A Bronx Tale,1993,121,7.8,80,137424,17270000,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
Batman: Mask of the Phantasm,1993,76,7.8,79,48739,5620000,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.
Boyz n the Hood,1991,112,7.8,76,136785,57500000,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
Misery,1990,107,7.8,75,201498,61280000,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
Awakenings,1990,121,7.8,74,136721,52100000,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
Glory,1989,122,7.8,78,132470,26830000,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
Mississippi Burning,1988,128,7.8,65,97936,34600000,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
Predator,1987,107,7.8,45,397046,59740000,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
Ferris Bueller's Day Off,1986,103,7.8,61,345371,70140000,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
The Breakfast Club,1985,97,7.8,66,382510,45880000,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.
The Killing Fields,1984,141,7.8,76,54801,34700000,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
Ghostbusters,1984,105,7.8,71,401694,238630000,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
The Right Stuff,1983,193,7.8,91,60415,21500000,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
The King of Comedy,1982,109,7.8,73,99683,2500000,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
Ordinary People,1980,124,7.8,86,50956,54800000,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son."
Kramer vs. Kramer,1979,105,7.8,77,142299,106260000,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
All That Jazz,1979,123,7.8,72,30898,37820000,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
The Outlaw Josey Wales,1976,135,7.8,69,71876,31800000,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
La montaña sagrada,1973,114,7.8,76,41612,60000,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
The Conversation,1974,113,7.8,87,108882,4420000,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
The Day of the Jackal,1973,143,7.8,80,40192,16059999,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle."
Le charme discret de la bourgeoisie,1972,102,7.8,93,42052,200000,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together."
Cabaret,1972,124,7.8,80,53420,42770000,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
Willy Wonka & the Chocolate Factory,1971,100,7.8,67,194919,4000000,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
Midnight Cowboy,1969,113,7.8,79,108817,44790000,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process."
Night of the Living Dead,1968,96,7.8,89,125072,90000,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
Guess Who's Coming to Dinner,1967,108,7.8,63,44429,56700000,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
Les parapluies de Cherbourg,1964,91,7.8,86,26802,30000,A young woman separated from her lover by war faces a life-altering decision.
My Fair Lady,1964,170,7.8,95,93583,72000000,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl Eliza Doolittle presentable in high society."
Mary Poppins,1964,139,7.8,88,168051,102270000,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
The Innocents,1961,100,7.8,88,29738,2620000,A young governess for two children becomes convinced that the house and grounds are haunted.
A Night at the Opera,1935,96,7.8,79,32477,2540000,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
Bride of Frankenstein,1935,75,7.8,95,47208,4360000,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate."
Deadpool 2,2018,119,7.7,66,545385,324590000,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
Wind River,2017,107,7.7,73,240000,33800000,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.
Forushande,2016,124,7.7,85,59159,2400000,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
Get Out,2017,104,7.7,85,553615,176040000,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
Mission: Impossible - Fallout,2018,147,7.7,86,318122,220160000,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
En man som heter Ove,2015,116,7.7,70,52998,3360000,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
What We Do in the Shadows,2014,86,7.7,76,175699,3330000,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
Omoide no Mânî,2014,103,7.7,72,38530,770000,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie."
Sicario,2015,121,7.7,82,411996,46890000,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
The Theory of Everything,2014,123,7.7,71,436832,35890000,A look at the relationship between the famous physicist Stephen Hawking and his wife.
Kingsman: The Secret Service,2014,129,7.7,60,645812,128259999,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
The Fault in Our Stars,2014,126,7.7,69,366445,124870000,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
Me and Earl and the Dying Girl,2015,105,7.7,74,129411,6740000,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,87,614035,42340000,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
Le passé,2013,130,7.7,85,48272,1330000,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
La grande bellezza,2013,141,7.7,86,88435,2850000,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
La vie d'Adèle,2013,180,7.7,89,148323,2200000,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss."
The Broken Circle Breakdown,2012,111,7.7,70,40855,180000,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
Toy Story 4,2019,100,7.7,84,234750,434040000,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
Nebraska,2013,115,7.7,87,116787,17650000,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
Wreck-It Ralph,2012,101,7.7,72,408009,189420000,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
Le Petit Prince,2015,108,7.7,70,60839,1340000,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
Detachment,2011,98,7.7,52,83131,70000,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.
Midnight in Paris,2011,94,7.7,81,413146,56820000,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
Ajeossi,2010,119,7.7,79,68083,10000,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
The Lego Movie,2014,100,7.7,83,343090,257760000,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
Gravity,2013,91,7.7,96,807506,274090000,Two astronauts work together to survive after an accident leaves them stranded in space.
Star Trek Into Darkness,2013,132,7.7,72,477736,228780000,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
Beasts of No Nation,2015,137,7.7,79,79671,80000,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
X: First Class,2011,131,7.7,65,675824,146410000,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them."
The Hangover,2009,100,7.7,73,761959,277320000,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding."
Silver Linings Playbook,2012,122,7.7,81,694825,132090000,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
Argo,2012,120,7.7,86,601700,136030000,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
(500) Days of Summer,2009,95,7.7,76,499321,32390000,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back."
Harry Potter and the Deathly Hallows: Part 1,2010,146,7.7,65,525527,295980000,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
Frost/Nixon,2008,122,7.7,80,107003,18590000,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
Papurika,2006,90,7.7,81,79746,880000,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
Flipped,2010,90,7.7,45,88315,1750000,Two eighth-graders start to have feelings for each other despite being total opposites.
This Is England,2006,101,7.7,86,120717,330000,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
Ex Machina,2014,108,7.7,78,520182,25440000,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
Efter brylluppet,2006,120,7.7,78,34228,410000,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
The Last King of Scotland,2006,123,7.7,74,183654,17610000,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.
Zodiac,2007,157,7.7,78,517691,33080000,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
Lucky Number Slevin,2006,110,7.7,53,309318,22490000,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
Joyeux Noël,2005,116,7.7,70,29553,1050000,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
Control,2007,122,7.7,78,64464,870000,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
Adams æbler,2005,94,7.7,51,49772,0,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.
Watchmen,2009,162,7.7,56,536926,107510000,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
Zwartboek,2006,145,7.7,71,76019,4400000,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
Brokeback Mountain,2005,134,7.7,87,347507,83040000,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
Vera Drake,2004,125,7.7,83,25243,3750000,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.
3:10 to Yuma,2007,122,7.7,76,304293,53610000,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
Kung fu,2004,99,7.7,78,135875,17110000,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
The Bourne Supremacy,2004,108,7.7,73,454914,176240000,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
The Machinist,2004,101,7.7,61,379341,1080000,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
Ray,2004,152,7.7,73,145423,75330000,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
Lost in Translation,2003,102,7.7,89,442095,44590000,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
Harry Potter and the Goblet of Fire,2005,157,7.7,81,601463,290010000,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
Man on Fire,2004,146,7.7,47,353921,77910000,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
Coraline,2009,100,7.7,80,216946,75290000,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
The Magdalene Sisters,2002,114,7.7,83,27014,4890000,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
21 Grams,2003,124,7.7,70,233642,16290000,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
Finding Neverland,2004,106,7.7,67,204116,51680000,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
Good Bye Lenin!,2003,121,7.7,68,144146,4059999,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
In America,2002,105,7.7,76,42822,15540000,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
The Butterfly Effect,2004,113,7.7,30,477289,57940000,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
Adaptation.,2002,115,7.7,83,189032,22250000,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.
Black Hawk Down,2001,144,7.7,74,386420,108640000,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis."
Road to Perdition,2002,117,7.7,72,261987,104450000,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
Das Experiment,2001,120,7.7,60,93202,140000,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
Billy Elliot,2000,110,7.7,74,132961,22000000,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
Hedwig and the Angry Inch,2001,95,7.7,85,35136,3030000,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
The Count of Monte Cristo,2002,131,7.7,61,135733,54230000,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
Y tu mamá también,2001,106,7.7,88,121150,13620000,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
Waking Life,2001,99,7.7,83,63335,2890000,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
Ocean's Eleven,2001,116,7.7,74,553861,183420000,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
"O Brother, Where Art Thou?",2000,107,7.7,69,304143,45510000,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
Minority Report,2002,145,7.7,80,537126,132070000,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
"South Park: Bigger, Longer & Uncut",1999,81,7.7,73,201433,52040000,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
Office Space,1999,89,7.7,68,258380,10820000,Three company workers who hate their jobs decide to rebel against their greedy boss.
Happiness,1998,134,7.7,81,69396,2810000,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
The Boondock Saints,1999,108,7.7,44,236104,30000,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
Training Day,2001,122,7.7,69,420589,76630000,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
Lola rennt,1998,81,7.7,77,196221,7270000,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
Abre los ojos,1997,119,7.7,79,68400,370000,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
Ta'm e guilass,1997,95,7.7,80,29287,310000,An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.
As Good as It Gets,1997,139,7.7,67,293065,148480000,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
Hana-bi,1997,103,7.7,79,30062,230000,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
The Fifth Element,1997,126,7.7,52,460087,63540000,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
Donnie Brasco,1997,127,7.7,76,298048,41910000,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one."
Chun gwong cha sit,1997,96,7.7,70,27605,190000,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.
Shine,1996,105,7.7,87,53708,35810000,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
Primal Fear,1996,129,7.7,47,206693,56120000,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
Sense and Sensibility,1995,136,7.7,84,112664,43180000,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
Apollo 13,1995,140,7.7,77,287575,173840000,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
Clerks,1994,92,7.7,70,219000,3150000,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
Short Cuts,1993,188,7.7,79,44369,6110000,The day-to-day lives of several suburban Los Angeles residents.
Philadelphia,1993,125,7.7,66,236868,77320000,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
The Muppet Christmas Carol,1992,85,7.7,64,57268,27280000,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.
Malcolm X,1992,202,7.7,73,92679,48170000,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam."
The Last of the Mohicans,1992,112,7.7,76,164514,75510000,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
Glengarry Glen Ross,1992,100,7.7,82,103018,10730000,An examination of the machinations behind the scenes at a real estate office.
A Few Good Men,1992,138,7.7,62,253989,141340000,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
Night on Earth,1991,129,7.7,68,59375,2020000,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
Fried Green Tomatoes,1991,130,7.7,64,72947,82420000,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.
La double vie de Véronique,1991,98,7.7,86,47264,2000000,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
Yume,1990,119,7.7,79,25927,1960000,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
